Frequency,Normalized word,Relative Frequency
16373,TEA,4.898187406798171e-05
16351,THERAPY,4.891605832074567e-05
16334,CONSISTENT,4.8865200697881464e-05
16314,LIBRARY,4.880536820039416e-05
16314,WASH,4.880536820039416e-05
16312,REPLY,4.879938495064543e-05
16296,PRAYER,4.875151895265559e-05
16293,ENABLE,4.8742544078032494e-05
16285,BEND,4.871861107903757e-05
16282,FUNDING,4.870963620441447e-05
16274,EXPENSE,4.868570320541955e-05
16268,CHILDHOOD,4.866775345617336e-05
16250,LAYER,4.861390420843479e-05
16241,REQUEST,4.85869795845655e-05
16240,FACTORY,4.8583987959691133e-05
16233,DRAMATIC,4.8563046585570575e-05
16228,COP,4.854808846119875e-05
16216,GAP,4.851218896270637e-05
16213,EVALUATION,4.850321408808327e-05
16205,WARNING,4.8479281089088354e-05
16205,ARREST,4.8479281089088354e-05
16194,SUSPECT,4.844637321547033e-05
16172,SETTLEMENT,4.83805574682343e-05
16163,MOREOVER,4.8353632844365015e-05
16163,SAD,4.8353632844365015e-05
16162,CHIP,4.835064121949065e-05
16128,KISS,4.824892597376223e-05
16124,IMPLEMENT,4.8236959474264766e-05
16094,EXCELLENT,4.814721072803381e-05
16078,FORMAL,4.809934473004397e-05
16064,PURCHASE,4.8057461981802854e-05
16062,EMOTION,4.8051478732054126e-05
16058,TRANSITION,4.803951223255666e-05
16045,PHASE,4.800062110918992e-05
16010,COAT,4.789591423858713e-05
16008,CHAMPIONSHIP,4.7889930988838405e-05
16008,GLANCE,4.7889930988838405e-05
16006,FAR,4.788394773908967e-05
16003,VS,4.7874972864466574e-05
16000,WIDELY,4.786599798984348e-05
15997,SHALL,4.785702311522038e-05
15992,REMAINING,4.784206499084856e-05
15987,SCHEDULE,4.7827106866476736e-05
15982,STEEL,4.7812148742104905e-05
15980,ERROR,4.780616549235618e-05
15979,EXPOSURE,4.780317386748181e-05
15973,MARK,4.778522411823562e-05
15969,EXISTENCE,4.777325761873816e-05
15939,MASS,4.7683508872507206e-05
15917,SAVING,4.761769312527117e-05
15910,COACH,4.759675175115061e-05
15909,SUBSTANCE,4.759376012627625e-05
15903,SAUCE,4.757581037703005e-05
15901,UNABLE,4.7569827127281324e-05
15886,SYMPTOM,4.7524952754165846e-05
15877,ALCOHOL,4.749802813029656e-05
15870,BOTHER,4.7477086756176e-05
15869,ALBUM,4.747409513130164e-05
15862,REDUCTION,4.745315375718108e-05
15848,DEEPLY,4.741127100893997e-05
15848,ONLINE,4.741127100893997e-05
15836,LAKE,4.737537151044759e-05
15831,TERRITORY,4.736041338607576e-05
15829,WEDDING,4.735443013632703e-05
15822,GAIN,4.733348876220647e-05
15815,TRANSFORM,4.731254738808592e-05
15813,BREATHE,4.7306564138337184e-05
15804,TABLESPOON,4.72796395144679e-05
15803,OPPONENT,4.7276647889593537e-05
15794,MINE,4.724972326572425e-05
15792,KNIFE,4.7243740015975515e-05
15786,RECOVER,4.7225790266729324e-05
15780,EVALUATE,4.720784051748313e-05
15775,CYCLE,4.719288239311131e-05
15773,RE,4.7186899143362574e-05
15770,BRIEF,4.717792426873948e-05
15767,TEASPOON,4.716894939411638e-05
15766,HIT,4.716595776924202e-05
15765,VIOLENT,4.7162966144367654e-05
15746,PHILOSOPHY,4.710612527175471e-05
15741,MANUFACTURER,4.709116714738289e-05
15738,LINK,4.7082192272759794e-05
15734,LATER,4.707022577326233e-05
15725,INFORM,4.7043301149393044e-05
15720,COALITION,4.702834302502122e-05
15702,PASSAGE,4.697449377728265e-05
15701,FAIRLY,4.697150215240828e-05
15693,POST,4.694756915341336e-05
15692,JACKET,4.694457752853899e-05
15687,INTERVIEW,4.692961940416717e-05
15687,RACIAL,4.692961940416717e-05
15686,RESISTANCE,4.69266277792928e-05
15684,DISCIPLINE,4.692064452954407e-05
15680,IMMEDIATE,4.690867803004661e-05
15680,NEGOTIATION,4.690867803004661e-05
15677,PORTION,4.6899703155423515e-05
15665,LEADING,4.686380365693113e-05
15659,GRAND,4.684585390768494e-05
15658,SAND,4.684286228281058e-05
15653,DESERT,4.682790415843875e-05
15640,INVOLVEMENT,4.6789013035072e-05
15634,PRINT,4.677106328582581e-05
15633,SLOW,4.676807166095145e-05
15632,WALK,4.676508003607708e-05
15616,LOCK,4.6717214038087235e-05
15614,TENSION,4.671123078833851e-05
15613,INTERPRETATION,4.670823916346414e-05
15599,PASS,4.666635641522303e-05
15587,ANALYZE,4.6630456916730647e-05
15575,DISPLAY,4.6594557418238264e-05
15575,TEAR,4.6594557418238264e-05
15561,POTATO,4.6552674669997154e-05
15558,WHOLE,4.654369979537406e-05
15556,GLAD,4.653771654562532e-05
15554,OPPOSITE,4.6531733295876595e-05
15540,RELEASE,4.6489850547635484e-05
15527,PRESERVE,4.6450959424268735e-05
15514,MEXICAN,4.6412068300901985e-05
15512,SPANISH,4.6406085051153257e-05
15475,DUST,4.629539493080174e-05
15447,EDUCATOR,4.6211629434319514e-05
15444,JOINT,4.620265455969642e-05
15424,BENEFIT,4.614282206220912e-05
15415,QUOTE,4.611589743833983e-05
15407,POT,4.609196443934491e-05
15400,STREAM,4.607102306522435e-05
15393,ENHANCE,4.605008169110379e-05
15389,NUMEROUS,4.603811519160633e-05
15388,JUICE,4.603512356673197e-05
15383,WHISPER,4.602016544236014e-05
15377,GENE,4.600221569311395e-05
15359,CONTACT,4.5948366445375374e-05
15358,DISCOVERY,4.5945374820501014e-05
15351,SALE,4.5924433446380455e-05
15350,ELECT,4.592144182150609e-05
15337,EMPHASIS,4.5882550698139344e-05
15323,ABANDON,4.584066794989823e-05
15310,RULE,4.5801776826531484e-05
15310,ATMOSPHERE,4.5801776826531484e-05
15303,PRACTICAL,4.5780835452410925e-05
15284,JOKE,4.5723994579797984e-05
15273,FOUNDATION,4.569108670617997e-05
15267,PRESENT,4.567313695693378e-05
15260,RESOLVE,4.565219558281322e-05
15259,GOOD,4.564920395793885e-05
15259,INDEPENDENCE,4.564920395793885e-05
15259,MARKETING,4.564920395793885e-05
15258,INVESTIGATOR,4.564621233306449e-05
15258,ARRANGE,4.564621233306449e-05
15249,DISTRIBUTION,4.5619287709195204e-05
15249,PSYCHOLOGICAL,4.5619287709195204e-05
15233,DOUBLE,4.557142171120536e-05
15230,POSE,4.5562446836582263e-05
15214,SMELL,4.551458083859242e-05
15199,FUNDAMENTAL,4.546970646547694e-05
15172,APPROXIMATELY,4.538893259386908e-05
15170,TRUST,4.538294934412035e-05
15169,PACK,4.5379957719245984e-05
15147,MISSILE,4.5314141972009954e-05
15145,SUICIDE,4.530815872226122e-05
15124,AMAZING,4.524533459989955e-05
15114,SHIFT,4.5215418351155896e-05
15107,OBJECTIVE,4.5194476977035344e-05
15092,PREVIOUSLY,4.5149602603919866e-05
15091,ILLUSTRATE,4.51466109790455e-05
15057,RESPONDENT,4.504489573331708e-05
15052,ENFORCEMENT,4.5029937608945256e-05
15048,DIGITAL,4.501797110944779e-05
15043,IRON,4.500301298507597e-05
15033,BOOT,4.4973096736332315e-05
15021,INDIAN,4.493719723783993e-05
15020,ESSENTIALLY,4.493420561296557e-05
15008,DEFICIT,4.489830611447318e-05
15004,TALE,4.4886339614975726e-05
14996,BEAN,4.48624066159808e-05
14979,RETIRE,4.4811548993116594e-05
14970,PARKING,4.478462436924731e-05
14965,SPENDING,4.476966624487548e-05
14965,DIMENSION,4.476966624487548e-05
14958,VOLUNTEER,4.4748724870754925e-05
14954,VARY,4.473675837125746e-05
14944,DESERVE,4.4706842122513814e-05
14939,TOUCH,4.4691883998141983e-05
14938,COMPETITIVE,4.468889237326762e-05
14936,CONGRESSIONAL,4.468290912351889e-05
14912,RARELY,4.461111012653412e-05
14894,URGE,4.455726087879555e-05
14891,POVERTY,4.4548286004172454e-05
14889,PRIEST,4.4542302754423726e-05
14886,INCREASING,4.453332787980063e-05
14884,ELSEWHERE,4.4527344630051895e-05
14881,IMPOSE,4.45183697554288e-05
14873,ASIAN,4.449443675643388e-05
14864,TOMATO,4.4467512132564593e-05
14856,MIXTURE,4.4443579133569674e-05
14854,SURE,4.443759588382094e-05
14853,ENGINEERING,4.443460425894658e-05
14852,CREATURE,4.443161263407221e-05
14846,EMPLOYER,4.441366288482602e-05
14826,FAT,4.435383038733872e-05
14792,OCCASION,4.42521151416103e-05
14791,IMPLICATION,4.424912351673593e-05
14780,DISORDER,4.421621564311792e-05
14780,BUTTER,4.421621564311792e-05
14776,ORDINARY,4.4204249143620454e-05
14771,INSPIRE,4.418929101924863e-05
14768,DOMINATE,4.4180316144625534e-05
14766,EXERCISE,4.4174332894876806e-05
14757,RING,4.414740827100752e-05
14738,PEER,4.409056739839458e-05
14726,ILLNESS,4.4054667899902196e-05
14725,BATHROOM,4.405167627502783e-05
14720,LIGHT,4.4036718150656005e-05
14691,VISIBLE,4.394996102929941e-05
14686,TRANSFER,4.3935002904927586e-05
14684,DISASTER,4.392901965517886e-05
14681,THROAT,4.392004478055576e-05
14672,CAP,4.3893120156686475e-05
14648,GENTLEMAN,4.382132115970171e-05
14645,ADVANCE,4.3812346285078615e-05
14643,ENTRY,4.380636303532988e-05
14632,PASSION,4.3773455161711865e-05
14624,TRADE,4.374952216271694e-05
14615,ENTERTAINMENT,4.372259753884765e-05
14610,TWIN,4.370763941447583e-05
14609,SEVERE,4.370464778960146e-05
14596,SYMBOL,4.366575666623472e-05
14594,FOR,4.365977341648598e-05
14587,BOSS,4.363883204236543e-05
14586,MAKER,4.363584041749106e-05
14565,TOSS,4.3573016295129394e-05
14564,ADJUST,4.357002467025503e-05
14559,TOTAL,4.35550665458832e-05
14552,ATTACH,4.3534125171762644e-05
14551,SHOCK,4.3531133546888284e-05
14551,COMPLAINT,4.3531133546888284e-05
14539,ROUND,4.34952340483959e-05
14526,IMMIGRATION,4.345634292502915e-05
14521,PROSPECT,4.344138480065733e-05
14516,TRANSPORTATION,4.34264266762855e-05
14501,HABIT,4.338155230317002e-05
14499,MONITOR,4.337556905342129e-05
14497,CONVENTION,4.3369585803672556e-05
14484,WHENEVER,4.333069468030581e-05
14481,PEAK,4.332171980568272e-05
14459,STRONGLY,4.325590405844668e-05
14452,INTENSE,4.323496268432612e-05
14445,KING,4.321402131020557e-05
14441,ANOTHER,4.320205481070811e-05
14425,COMMANDER,4.315418881271826e-05
14403,ARRANGEMENT,4.308837306548223e-05
14397,BREAKFAST,4.307042331623604e-05
14389,EQUALLY,4.3046490317241114e-05
14371,COMMISSION,4.299264106950254e-05
14366,VETERAN,4.297768294513072e-05
14327,SMOKE,4.2861009575030474e-05
14325,ACCOMPLISH,4.285502632528174e-05
14317,SWING,4.283109332628682e-05
14310,WIRE,4.281015195216626e-05
14308,STILL,4.280416870241753e-05
14305,USUAL,4.279519382779444e-05
14249,RECOGNITION,4.262766283482999e-05
14241,ANGER,4.260372983583506e-05
14234,CRUCIAL,4.2582788461714504e-05
14234,CONSTRUCT,4.2582788461714504e-05
14233,RACE,4.257979683684014e-05
14227,MOOD,4.256184708759395e-05
14211,MYSTERY,4.251398108960411e-05
14210,DESIGNER,4.251098946472974e-05
14197,DISABILITY,4.2472098341362996e-05
14186,LUCK,4.2439190467744974e-05
14165,OTHER,4.2376366345383305e-05
14160,CRITERIA,4.236140822101148e-05
14155,CONCENTRATE,4.234645009663966e-05
14148,SMOOTH,4.23255087225191e-05
14148,PAN,4.23255087225191e-05
14136,EXCEPTION,4.228960922402672e-05
14117,STOP,4.2232768351413776e-05
14100,NERVOUS,4.218191072854957e-05
14095,PERSONNEL,4.216695260417774e-05
14090,HOLY,4.2151994479805915e-05
14088,ANXIETY,4.214601123005719e-05
14087,PHENOMENON,4.214301960518282e-05
14069,CONSTANT,4.2089170357444246e-05
14065,SO-CALLED,4.207720385794678e-05
14058,ADMINISTRATOR,4.205626248382623e-05
14057,ELECTRONIC,4.2053270858951864e-05
14047,CONSIDERATION,4.202335461020821e-05
14045,PUBLICATION,4.201737136045948e-05
14036,PROTEIN,4.1990446736590194e-05
14033,SILVER,4.19814718619671e-05
14030,BURY,4.1972496987344e-05
14025,ALLY,4.195753886297218e-05
14022,COMMAND,4.1948563988349084e-05
14016,CLINIC,4.193061423910289e-05
14008,PALESTINIAN,4.1906681240107967e-05
14006,PRAY,4.190069799035924e-05
13996,WATCH,4.1870781741615584e-05
13987,EXHIBITION,4.18438571177463e-05
13970,SUPPORTER,4.179299949488209e-05
13964,RETIREMENT,4.17750497456359e-05
13964,HEAVILY,4.17750497456359e-05
13963,WET,4.177205812076153e-05
13959,MOON,4.176009162126407e-05
13956,CEO,4.1751116746640974e-05
13951,PRETTY,4.173615862226915e-05
13948,TOWER,4.1727183747646055e-05
13935,TOY,4.1688292624279305e-05
13933,CAPABLE,4.1682309374530577e-05
13928,PRISONER,4.166735125015875e-05
13904,SURELY,4.159555225317399e-05
13903,MAYOR,4.159256062829962e-05
13895,TOURIST,4.15686276293047e-05
13885,SALARY,4.153871138056105e-05
13872,DIVERSITY,4.14998202571943e-05
13859,SHAPE,4.146092913382755e-05
13849,PINK,4.14310128850839e-05
13845,STOMACH,4.141904638558644e-05
13840,RECIPE,4.140408826121461e-05
13831,ELEMENTARY,4.1377163637345326e-05
13826,BELT,4.1362205512973496e-05
13820,NEARBY,4.1344255763727304e-05
13806,TERRORISM,4.1302373015486194e-05
13806,OBSERVER,4.1302373015486194e-05
13802,ESSAY,4.129040651598873e-05
13797,LATIN,4.127544839161691e-05
13797,JUNIOR,4.127544839161691e-05
13769,ONION,4.119168289513468e-05
13757,BIRTHDAY,4.11557833966423e-05
13757,CONFRONT,4.11557833966423e-05
13755,MM-HMM,4.114980014689357e-05
13748,ASSIST,4.112885877277301e-05
13739,CORN,4.110193414890372e-05
13733,CROP,4.108398439965753e-05
13725,TESTING,4.106005140066261e-05
13724,IE,4.1057059775788245e-05
13718,ESTIMATE,4.1039110026542054e-05
13703,RECOVERY,4.0994235653426576e-05
13702,POEM,4.099124402855221e-05
13693,BUCK,4.096431940468292e-05
13688,BLOCK,4.09493612803111e-05
13686,STRIKE,4.094337803056237e-05
13681,REPUTATION,4.092841990619054e-05
13673,EMPLOYMENT,4.090448690719562e-05
13671,PURE,4.089850365744689e-05
13671,PERFECTLY,4.089850365744689e-05
13670,GRANDMOTHER,4.0895512032572524e-05
13666,ACCOMPANY,4.088354553307506e-05
13655,FLAG,4.0850637659457046e-05
13654,ORIGIN,4.084764603458268e-05
13646,CONSULTANT,4.082371303558776e-05
13633,DIG,4.078482191222101e-05
13615,TEENAGER,4.0730972664482436e-05
13611,RATHER,4.071900616498498e-05
13606,FIBER,4.070404804061315e-05
13599,JOURNEY,4.068310666649259e-05
13597,ABSENCE,4.067712341674386e-05
13593,CLINICAL,4.06651569172464e-05
13585,FELLOW,4.064122391825148e-05
13584,INSTALL,4.063823229337711e-05
13567,WAVE,4.0587374670512907e-05
13553,PREPARATION,4.0545491922271796e-05
13547,SOON,4.0527542173025605e-05
13545,INNER,4.052155892327687e-05
13542,ENTERPRISE,4.0512584048653774e-05
13541,RELATIVE,4.0509592423779414e-05
13526,PLANT,4.0464718050663936e-05
13518,WOODEN,4.044078505166901e-05
13515,COAST,4.0431810177045914e-05
13507,HISTORIC,4.0407877178050995e-05
13503,QUIETLY,4.039591067855353e-05
13479,VIEWER,4.032411168156877e-05
13474,STRAIGHT,4.030915355719694e-05
13438,SMOKE,4.0201455061719796e-05
13437,HISTORIAN,4.019846343684543e-05
13434,APPARENT,4.018948856222233e-05
13434,ASSUMPTION,4.018948856222233e-05
13425,LITERALLY,4.0162563938353046e-05
13411,CHEEK,4.0120681190111935e-05
13402,PROFESSIONAL,4.009375656624265e-05
13399,SUPPLY,4.008478169161955e-05
13390,PERMANENT,4.0057857067750266e-05
13382,INGREDIENT,4.003392406875534e-05
13377,DRAWING,4.0018965944383516e-05
13376,SUBSTANTIAL,4.001597431950915e-05
13373,LINE,4.000699944488605e-05
13364,TUBE,3.9980074821016767e-05
13362,SNAP,3.997409157126804e-05
13351,ARISE,3.994118369765002e-05
13336,CAKE,3.989630932453454e-05
13330,RESIST,3.987835957528835e-05
13324,JAIL,3.9860409826042156e-05
13323,ISLAMIC,3.9857418201167796e-05
13321,OCCASIONALLY,3.985143495141906e-05
13310,INCORPORATE,3.9818527077801046e-05
13289,ALTERNATIVE,3.9755702955439377e-05
13277,EFFECTIVELY,3.9719803456946994e-05
13275,DARKNESS,3.9713820207198266e-05
13270,CONCERT,3.9698862082826435e-05
13259,PARTICULAR,3.966595420920842e-05
13256,GENERAL,3.9656979334585325e-05
13256,PROVISION,3.9656979334585325e-05
13252,DUE,3.964501283508786e-05
13248,UNLIKE,3.9633046335590406e-05
13238,LIKE,3.960313008684675e-05
13238,PACK,3.960313008684675e-05
13235,FAVOR,3.9594155212223656e-05
13233,BIOLOGICAL,3.958817196247493e-05
13231,DATE,3.958218871272619e-05
13209,CONVENTIONAL,3.9516372965490156e-05
13207,INTENTION,3.951038971574143e-05
13191,AGGRESSIVE,3.946252371775158e-05
13190,NEVERTHELESS,3.945953209287722e-05
13183,EMBRACE,3.943859071875666e-05
13181,SECURE,3.9432607469007935e-05
13171,DEVELOPING,3.940269122026428e-05
13150,UTILITY,3.933986709790261e-05
13150,FIFTH,3.933986709790261e-05
13147,MUSLIM,3.9330892223279516e-05
13145,SUGGESTION,3.932490897353079e-05
13131,YELL,3.928302622528967e-05
13130,REASONABLE,3.928003460041531e-05
13123,POP,3.925909322629475e-05
13118,BEAT,3.924413510192293e-05
13115,SENSITIVE,3.923516022729983e-05
13109,BIND,3.921721047805364e-05
13103,BRAND,3.919926072880745e-05
13072,OLYMPIC,3.9106520357702126e-05
13066,RAPIDLY,3.9088570608455935e-05
13064,VIA,3.90825873587072e-05
13064,EXTREME,3.90825873587072e-05
13053,ROLL,3.9049679485089185e-05
13051,WEIGH,3.904369623534046e-05
13045,QUIT,3.9025746486094265e-05
13043,NEGOTIATE,3.901976323634553e-05
13041,SPECIALIST,3.90137799865968e-05
13033,CONSTANTLY,3.898984698760188e-05
13033,WAGE,3.898984698760188e-05
13024,MAIL,3.8962922363732596e-05
13010,REFUGEE,3.892103961549148e-05
13007,COUNT,3.891206474086838e-05
12999,DEALER,3.8888131741873464e-05
12975,CHANNEL,3.88163327448887e-05
12972,DEPUTY,3.8807357870265604e-05
12966,ARMED,3.878940812101941e-05
12963,GIANT,3.878043324639632e-05
12957,SHELL,3.8762483497150126e-05
12948,MECHANISM,3.873555887328084e-05
12930,COMMENT,3.8681709625542265e-05
12927,DEPTH,3.867273475091917e-05
12916,HONEST,3.863982687730115e-05
12906,CRITICIZE,3.86099106285575e-05
12903,MAD,3.8600935753934405e-05
12899,FLAT,3.858896925443694e-05
12891,PACE,3.856503625544202e-05
12889,SPEAKER,3.855905300569329e-05
12887,DREAM,3.855306975594456e-05
12886,WEALTH,3.855007813107019e-05
12881,SCHEDULE,3.853512000669837e-05
12878,PRECISELY,3.852614513207527e-05
12874,AWARD,3.851417863257781e-05
12872,GEAR,3.850819538282908e-05
12871,FALSE,3.8505203757954714e-05
12863,HIP,3.8481270758959795e-05
12836,ASSIGN,3.8400496887351934e-05
12833,COOPERATION,3.839152201272884e-05
12824,MINE,3.836459738885955e-05
12820,CANADIAN,3.835263088936209e-05
12814,RESTORE,3.83346811401159e-05
12801,LITERARY,3.829579001674915e-05
12795,APPROVAL,3.8277840267502956e-05
12772,BARRIER,3.820903289539256e-05
12757,DROP,3.816415852227708e-05
12754,TELESCOPE,3.8155183647653986e-05
12751,INDEX,3.814620877303089e-05
12746,IMPRESSION,3.8131250648659066e-05
12738,FAST,3.810731764966414e-05
12737,ACTIVIST,3.810432602478978e-05
12709,ADVISE,3.802056052830755e-05
12689,SPOKESMAN,3.796072803082024e-05
12684,DRAFT,3.794576990644842e-05
12684,TOURNAMENT,3.794576990644842e-05
12682,CHOCOLATE,3.793978665669969e-05
12679,TESTIMONY,3.7930811782076596e-05
12673,PAINT,3.7912862032830404e-05
12673,CHEMICAL,3.7912862032830404e-05
12673,SPIN,3.7912862032830404e-05
12668,CEILING,3.7897903908458574e-05
12668,WHEREAS,3.7897903908458574e-05
12663,TEEN,3.788294578408675e-05
12662,GANG,3.787995415921238e-05
12656,LAWSUIT,3.786200440996619e-05
12649,HIGHWAY,3.784106303584564e-05
12634,YIELD,3.779618866273016e-05
12631,KILLER,3.7787213788107066e-05
12628,VALUABLE,3.777823891348397e-05
12612,CORPORATION,3.7730372915494125e-05
12610,CLASSIC,3.77243896657454e-05
12603,STAKE,3.770344829162484e-05
12601,ADVERTISING,3.769746504187611e-05
12590,UNIVERSAL,3.766455716825809e-05
12586,SUPER,3.765259066876063e-05
12583,PAUSE,3.764361579413753e-05
12576,ROUTINE,3.762267442001698e-05
12567,CONSTITUTIONAL,3.759574979614769e-05
12565,ADVOCATE,3.7589766546398956e-05
12558,PHRASE,3.7568825172278404e-05
12552,BUTTON,3.755087542303221e-05
12542,ASSURE,3.752095917428856e-05
12542,ULTIMATE,3.752095917428856e-05
12542,DISTANT,3.752095917428856e-05
12527,LATTER,3.747608480117308e-05
12508,SWITCH,3.741924392856014e-05
12497,LABEL,3.7386336054942125e-05
12480,GRADUATE,3.733547843207792e-05
12467,STUPID,3.729658730871117e-05
12461,FURNITURE,3.727863755946498e-05
12461,HEAVEN,3.727863755946498e-05
12457,PANT,3.7266671059967514e-05
12438,SATELLITE,3.720983018735457e-05
12435,WIPE,3.720085531273148e-05
12431,SWEEP,3.718888881323402e-05
12424,VACATION,3.716794743911346e-05
12421,BELL,3.715897256449037e-05
12402,INFECTION,3.7102131691877426e-05
12402,NORMALLY,3.7102131691877426e-05
12397,TASTE,3.70871735675056e-05
12395,CLOCK,3.7081190317756874e-05
12393,DRAMA,3.707520706800814e-05
12390,FENCE,3.7066232193385044e-05
12384,ITALIAN,3.704828244413885e-05
12379,RESORT,3.703332431976703e-05
12376,FOUND,3.702434944514393e-05
12365,ROUGH,3.699144157152592e-05
12356,DESTRUCTION,3.696451694765663e-05
12356,EXTRAORDINARY,3.696451694765663e-05
12347,STRATEGIC,3.6937592323787345e-05
12346,MINOR,3.693460069891298e-05
12342,TERROR,3.6922634199415514e-05
12342,TISSUE,3.6922634199415514e-05
12340,PORTRAIT,3.6916650949666786e-05
12335,SURVIVAL,3.690169282529496e-05
12329,ELITE,3.6883743076048764e-05
12329,PREGNANT,3.6883743076048764e-05
12321,INTERPRET,3.6859810077053845e-05
12317,PERSONALLY,3.684784357755638e-05
12310,PENALTY,3.682690220343583e-05
12280,DISAGREE,3.6737153457204874e-05
12268,HOUSE,3.670125395871249e-05
12265,WONDER,3.6692279084089396e-05
12261,STRANGER,3.668031258459193e-05
12260,EXTERNAL,3.6677320959717565e-05
12253,BAKE,3.6656379585597014e-05
12247,CHAMPION,3.663842983635082e-05
12237,SATISFACTION,3.660851358760717e-05
12236,RANK,3.66055219627328e-05
12233,GENTLY,3.6596547088109705e-05
12225,BUNCH,3.6572614089114786e-05
12212,RELEVANT,3.6533722965748036e-05
12203,DISPUTE,3.650679834187875e-05
12200,ROUGHLY,3.6497823467255653e-05
12194,BEAR,3.647987371800946e-05
12180,SIMILARLY,3.643799096976835e-05
12179,COMMUNICATE,3.6434999344893984e-05
12172,APPLE,3.6414057970773426e-05
12171,STAIR,3.6411066345899065e-05
12170,COUNSELOR,3.64080747210247e-05
12169,BOTTOM,3.640508309615033e-05
12169,TERRORIST,3.640508309615033e-05
12155,COUSIN,3.636320034790922e-05
12146,CONCENTRATION,3.633627572403993e-05
12125,AHEAD,3.6273451601678263e-05
12123,SMELL,3.6267468351929535e-05
12121,SOLAR,3.62614851021808e-05
12112,ADVISER,3.6234560478311514e-05
12107,MODE,3.621960235393969e-05
12106,VIRUS,3.621661072906532e-05
12105,INCENTIVE,3.621361910419096e-05
12103,SALAD,3.620763585444223e-05
12100,HUNTING,3.619866097981913e-05
12097,BROKEN,3.6189686105196036e-05
12091,SENATOR,3.6171736355949844e-05
12089,PROFILE,3.6165753106201116e-05
12086,STATISTICS,3.615677823157802e-05
12082,BOUNDARY,3.614481173208056e-05
12079,BET,3.613583685745746e-05
12078,CLOTHING,3.61328452325831e-05
12073,THOUGH,3.611788710821127e-05
12069,GENETIC,3.610592060871381e-05
12063,REPRESENTATION,3.6087970859467617e-05
12063,DIRT,3.6087970859467617e-05
12061,IMPLY,3.608198760971889e-05
12056,ADVANCE,3.6067029485347065e-05
12054,BURDEN,3.606104623559833e-05
12054,EXPANSION,3.606104623559833e-05
12054,WIND,3.606104623559833e-05
12041,RETAIN,3.602215511223159e-05
12034,CHAMBER,3.600121373811103e-05
12025,MATCH,3.597428911424174e-05
12022,INITIALLY,3.5965314239618646e-05
12015,DIVERSE,3.594437286549809e-05
12013,AWARENESS,3.593838961574936e-05
12008,CORRESPONDENT,3.5923431491377535e-05
12007,ELECTRIC,3.592043986650317e-05
12006,CHEMICAL,3.59174482416288e-05
12005,BLIND,3.591445661675444e-05
11974,STRING,3.5821716245649116e-05
11974,ENCOUNTER,3.5821716245649116e-05
11957,SHOPPING,3.577085862278491e-05
11956,DECLINE,3.576786699791054e-05
11954,ELECTRICITY,3.5761883748161814e-05
11945,CONSTITUTE,3.573495912429252e-05
11944,RICE,3.573196749941816e-05
11941,CONSERVATIVE,3.5722992624795064e-05
11940,PROCESS,3.57200009999207e-05
11923,CEREMONY,3.566914337705649e-05
11893,PORT,3.5579394630825535e-05
11886,LOST,3.5558453256704976e-05
11883,PAY,3.554947838208188e-05
11882,REFLECTION,3.554648675720751e-05
11874,REACT,3.5522553758212594e-05
11869,UNLIKELY,3.550759563384077e-05
11863,SLAVE,3.548964588459458e-05
11861,CHART,3.5483662634845844e-05
11849,ODD,3.544776313635346e-05
11849,JOURNAL,3.544776313635346e-05
11846,CABINET,3.5438788261730366e-05
11843,TESTIFY,3.542981338710727e-05
11842,INTELLECTUAL,3.542682176223291e-05
11842,ACCURATE,3.542682176223291e-05
11830,DECK,3.539092226374053e-05
11830,TRANSFER,3.539092226374053e-05
11828,ASSISTANT,3.538493901399179e-05
11824,RECOMMENDATION,3.5372972514494336e-05
11815,FORTUNE,3.534604789062504e-05
11815,WHITE,3.534604789062504e-05
11808,PROCEED,3.532510651650449e-05
11801,OVERCOME,3.530416514238393e-05
11800,REVOLUTION,3.5301173517509564e-05
11799,CHARACTERIZE,3.5298181892635204e-05
11795,STICK,3.528621539313774e-05
11776,DETECT,3.52293745205248e-05
11773,TRACK,3.5220399645901704e-05
11756,OCCUPY,3.51695420230375e-05
11747,SCENARIO,3.514261739916821e-05
11746,PRIOR,3.5139625774293844e-05
11722,TRANSLATE,3.506782677730908e-05
11710,FRAMEWORK,3.5031927278816696e-05
11706,BULLET,3.501996077931924e-05
11706,DIALOGUE,3.501996077931924e-05
11701,FICTION,3.500500265494741e-05
11695,RUB,3.498705290570122e-05
11689,TREATY,3.496910315645503e-05
11688,EMISSION,3.496611153158066e-05
11683,REMARKABLE,3.4951153407208836e-05
11680,OFFENSE,3.494217853258574e-05
11678,TREMENDOUS,3.493619528283701e-05
11676,COUNTER,3.493021203308828e-05
11674,TONGUE,3.492422878333955e-05
11666,BENCH,3.490029578434463e-05
11665,DEER,3.489730415947026e-05
11656,SKI,3.4870379535600976e-05
11653,HONOR,3.486140466097788e-05
11650,MARKET,3.4852429786354784e-05
11641,TIGHT,3.48255051624855e-05
11637,THIRTY,3.4813538662988035e-05
11633,SHOOTING,3.480157216349058e-05
11630,SQUARE,3.479259728886748e-05
11626,ADVANCED,3.478063078937002e-05
11609,IDEAL,3.4729773166505814e-05
11602,COMPREHENSIVE,3.4708831792385255e-05
11598,PALE,3.469686529288779e-05
11596,FREEZE,3.4690882043139064e-05
11592,SINK,3.46789155436416e-05
11591,AIRCRAFT,3.467592391876724e-05
